Year,POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
2016,1,Virat Kohli,16,16,4,973,113,81.08,640,152.03,4,7,83,38
2016,2,David Warner,17,17,3,848,93*,60.57,560,151.42,0,9,88,31
2016,3,AB de Villiers,16,16,3,687,129*,52.84,407,168.79,1,6,57,37
2016,4,Gautam Gambhir,15,15,2,501,90*,38.53,411,121.89,0,5,54,6
2016,5,Shikhar Dhawan,17,17,4,501,82*,38.53,429,116.78,0,4,51,8
2016,6,Rohit Sharma,14,14,3,489,85*,44.45,368,132.88,0,5,49,16
2016,7,Ajinkya Rahane,14,14,3,480,74,43.63,379,126.64,0,6,54,9
2016,8,Murali Vijay,14,14,1,453,89,34.84,364,124.45,0,5,50,10
2016,9,Quinton de Kock,13,13,1,445,108,37.08,327,136.08,1,3,52,13
2016,10,Suresh Raina,15,15,1,399,75,28.5,312,127.88,0,3,39,10
2016,11,KL Rahul,14,12,3,397,68*,44.11,271,146.49,0,4,37,16
2016,12,Robin Uthappa,15,15,0,394,72,26.26,289,136.33,0,3,45,8
2016,13,Aaron Finch,13,12,2,393,74,39.3,299,131.43,0,5,45,11
2016,14,Yusuf Pathan,15,13,8,361,63*,72.2,248,145.56,0,3,33,13
2016,15,Karun Nair,14,12,2,357,83*,35.7,297,120.2,0,3,40,6
2016,16,Brendon McCullum,16,16,0,354,60,22.12,262,135.11,0,1,38,16
2016,17,Dinesh Karthik,16,15,2,335,53,25.76,266,125.93,0,3,38,3
2016,18,Ambati Rayudu,13,12,1,334,65,30.36,278,120.14,0,2,28,12
2016,19,Dwayne Smith,12,12,1,324,73,29.45,221,146.6,0,3,35,16
2016,20,Sanju Samson,14,14,3,291,60,26.45,259,112.35,0,1,20,8
2016,21,MS Dhoni,14,12,5,284,64*,40.57,210,135.23,0,1,18,14
2016,22,Steve Smith,8,7,1,270,101,45,176,153.4,1,0,27,8
2016,23,Wriddhiman Saha,12,12,1,270,56,24.54,212,127.35,0,2,29,1
2016,24,Jos Buttler,14,14,3,255,41,23.18,184,138.58,0,0,23,11
2016,25,Manish Pandey,12,11,3,248,52,31,183,135.51,0,2,17,9
2016,26,Krunal Pandya,12,9,3,237,86,39.5,124,191.12,0,1,22,13
2016,27,Yuvraj Singh,10,10,1,236,44,26.22,179,131.84,0,0,22,13
2016,28,Chris Gayle,10,10,0,227,76,22.7,150,151.33,0,2,17,21
2016,29,Kieron Pollard,13,12,4,207,51*,25.87,144,143.75,0,1,11,16
2016,30,Faf du Plessis,6,6,0,206,69,34.33,162,127.16,0,2,17,9
2016,31,Rishabh Pant,10,10,2,198,69,24.75,152,130.26,0,1,19,6
2016,32,Chris Morris,12,7,4,195,82*,65,109,178.89,0,1,15,12
2016,33,JP Duminy,10,8,3,191,49*,38.2,156,122.43,0,0,13,3
2016,34,Ravindra Jadeja,15,15,6,191,36*,21.22,178,107.3,0,0,14,4
2016,35,Andre Russell,12,8,1,188,39*,26.85,114,164.91,0,0,10,15
2016,36,Suryakumar Yadav,15,11,4,182,60,26,143,127.27,0,1,18,5
2016,37,Moises Henriques,17,15,3,182,31*,15.16,158,115.18,0,0,15,6
2016,38,Glenn Maxwell,11,11,2,179,68,19.88,124,144.35,0,2,14,8
2016,39,Shane Watson,16,15,2,179,36,13.76,134,133.58,0,0,14,12
2016,40,Parthiv Patel,10,10,0,177,81,17.7,152,116.44,0,1,23,4
2016,41,Saurabh Tiwary,10,7,0,170,57,24.28,141,120.56,0,2,17,4
2016,42,Manan Vohra,7,7,0,161,51,23,131,122.9,0,1,19,3
2016,43,David Miller,14,13,3,161,31,16.1,131,122.9,0,0,11,4
2016,44,Shaun Marsh,6,6,1,159,56*,31.8,134,118.65,0,1,13,4
2016,45,Hashim Amla,6,6,0,157,96,26.16,119,131.93,0,1,20,4
2016,46,Thisara Perera,12,10,3,150,34,21.42,93,161.29,0,0,7,11
2016,47,Marcus Stoinis,7,5,1,146,52,36.5,108,135.18,0,1,13,4
2016,48,Deepak Hooda,17,15,1,144,34,10.28,121,119,0,0,9,5
2016,49,Naman Ojha,17,13,3,136,37,13.6,138,98.55,0,0,7,5
2016,50,Usman Khawaja,6,6,0,127,30,21.16,100,127,0,0,14,3
2016,51,Kane Williamson,6,6,0,124,50,20.66,122,101.63,0,1,14,0
2016,52,Eoin Morgan,7,6,1,123,51,24.6,105,117.14,0,1,8,4
2016,53,Sachin Baby,11,6,1,119,33,23.8,79,150.63,0,0,9,5
2016,54,Shakib Al Hasan,10,7,2,114,66*,22.8,106,107.54,0,1,7,5
2016,55,Gurkeerat Mann Singh,7,6,1,113,51,22.6,86,131.39,0,1,11,3
2016,56,Axar Patel,14,10,3,111,36*,15.85,77,144.15,0,0,4,8
2016,57,Nitish Rana,4,3,0,104,70,34.66,75,138.66,0,1,7,8
2016,58,Dwayne Bravo,15,13,5,99,22*,12.37,82,120.73,0,0,11,1
2016,59,Harbhajan Singh,14,7,4,92,45*,30.66,84,109.52,0,0,11,2
2016,60,Sam Billings,5,4,0,88,54,22,64,137.5,0,1,4,4
2016,61,George Bailey,6,5,1,84,34,21,98,85.71,0,0,9,2
2016,62,Carlos Brathwaite,8,6,0,83,34,13.83,38,218.42,0,0,6,8
2016,63,James Faulkner,7,5,2,77,32,25.66,59,130.5,0,0,7,0
2016,64,Kevin Pietersen,4,4,2,73,37,36.5,61,119.67,0,0,4,3
2016,65,Sarfaraz Khan,5,4,2,66,35*,33,31,212.9,0,0,7,4
2016,66,Ben Cutting,4,4,2,65,39*,32.5,34,191.17,0,0,4,6
2016,67,Stuart Binny,14,6,3,63,21,21,39,161.53,0,0,5,4
2016,68,Martin Guptill,3,3,0,57,48,19,55,103.63,0,0,3,3
2016,69,Pawan Negi,8,6,4,57,19*,28.5,59,96.61,0,0,2,3
2016,70,Travis Head,3,3,1,54,37,27,40,135,0,0,3,2
2016,71,Bipul Sharma,7,4,2,51,27*,25.5,25,204,0,0,1,5
2016,72,Ashish Reddy,4,3,1,47,32,23.5,29,162.06,0,0,2,4
2016,73,Hardik Pandya,11,9,2,44,9,6.28,63,69.84,0,0,4,0
2016,74,Bhuvneshwar Kumar,17,8,2,43,21,7.16,27,159.25,0,0,6,1
2016,75,Kedar Jadhav,4,3,3,42,25*,0,32,131.25,0,0,2,2
2016,76,Ishan Kishan,5,5,0,42,27,8.4,41,102.43,0,0,5,0
2016,77,Ravichandran Ashwin,14,6,4,41,29,20.5,38,107.89,0,0,3,1
2016,78,Iqbal Abdulla,8,2,2,37,33*,0,27,137.03,0,0,4,1
2016,79,Karn Sharma,5,3,3,36,26*,0,30,120,0,0,3,1
2016,80,Rajat Bhatia,10,6,5,34,21,34,20,170,0,0,1,2
2016,81,Mitchell McClenaghan,14,5,2,34,20,11.33,23,147.82,0,0,2,3
2016,82,Mohit Sharma,14,6,2,32,15,8,26,123.07,0,0,3,1
2016,83,Colin Munro,4,3,0,30,16,10,30,100,0,0,3,0
2016,84,Shreyas Iyer,6,6,0,30,19,5,43,69.76,0,0,2,1
2016,85,Tim Southee,11,4,1,30,25,10,19,157.89,0,0,1,2
2016,86,Praveen Kumar,16,7,3,28,15,7,27,103.7,0,0,4,0
2016,87,Mayank Agarwal,3,3,0,27,10,9,25,108,0,0,3,1
2016,88,Piyush Chawla,12,3,0,27,11,9,26,103.84,0,0,4,0
2016,89,Chris Lynn,2,2,1,25,15,25,22,113.63,0,0,0,1
2016,90,Eklavya Dwivedi,4,2,0,24,19,12,14,171.42,0,0,2,2
2016,91,Rajagopal Sathish,4,3,0,24,10,8,24,100,0,0,1,1
2016,92,Nikhil Naik,2,2,0,23,22,11.5,31,74.19,0,0,1,0
2016,93,Dhawal Kulkarni,14,5,3,23,6*,11.5,15,153.33,0,0,2,0
2016,94,Jason Holder,4,4,0,22,13,5.5,19,115.78,0,0,2,1
2016,95,Akshdeep Nath,4,3,0,20,12,6.66,27,74.07,0,0,1,0
2016,96,Pradeep Sahu,5,2,1,19,18*,19,13,146.15,0,0,1,1
2016,97,Albie Morkel,2,1,0,16,16,16,9,177.77,0,0,0,2
2016,98,Rishi Dhawan,2,2,2,14,11*,0,6,233.33,0,0,0,1
2016,99,Farhaan Behardien,3,3,1,14,9*,7,13,107.69,0,0,2,0
2016,100,Vinay Kumar,3,2,1,13,12,13,12,108.33,0,0,0,1
2016,101,KC Cariappa,5,2,1,13,12*,13,11,118.18,0,0,0,1
2016,102,Kyle Abbott,5,3,2,13,12*,13,8,162.5,0,0,0,1
2016,103,Irfan Pathan,4,3,0,11,7,3.66,13,84.61,0,0,0,0
2016,104,Parveez Rasool,4,1,0,10,10,10,9,111.11,0,0,1,0
2016,105,Nathan Coulter-Nile,4,2,2,9,7*,0,14,64.28,0,0,1,0
2016,106,Umesh Yadav,9,2,1,9,7*,9,5,180,0,0,0,1
2016,107,Lendl Simmons,1,1,0,8,8,8,8,100,0,0,0,1
2016,108,Aditya Tare,3,2,0,8,8,4,15,53.33,0,0,1,0
2016,109,Jasprit Bumrah,14,2,1,8,6,8,11,72.72,0,0,1,0
2016,110,Sandeep Sharma,14,4,4,8,5*,0,9,88.88,0,0,0,0
2016,111,Mitchell Marsh,3,1,0,7,7,7,11,63.63,0,0,0,0
2016,112,Pravin Tambe,7,1,1,7,7*,0,19,36.84,0,0,1,0
2016,113,Sunil Narine,11,4,3,7,4,7,13,53.84,0,0,0,0
2016,114,Peter Handscomb,2,1,0,6,6,6,12,50,0,0,0,0
2016,115,Jayant Yadav,5,2,0,6,5,3,10,60,0,0,0,0
2016,116,Zaheer Khan,12,2,0,6,4,3,13,46.15,0,0,1,0
2016,117,David Wiese,1,1,1,5,5*,0,4,125,0,0,0,0
2016,118,Mitchell Johnson,3,3,1,5,4,2.5,14,35.71,0,0,0,0
2016,119,Imran Tahir,4,1,0,5,5,5,7,71.42,0,0,1,0
2016,120,Amit Mishra,14,2,0,4,3,2,14,28.57,0,0,0,0
2016,121,Barinder Sran,14,4,4,4,2*,0,4,100,0,0,0,0
2016,122,Ankit Sharma,3,1,1,3,3*,0,3,100,0,0,0,0
2016,123,Chris Jordan,9,1,0,3,3,3,4,75,0,0,0,0
2016,124,Shreyas Gopal,1,1,0,2,2,2,16,12.5,0,0,0,0
2016,125,Mohammad Shami,8,2,2,2,2*,0,4,50,0,0,0,0
2016,126,Dale Steyn,1,1,0,1,1,1,2,50,0,0,0,0
2016,127,Kane Richardson,4,1,1,1,1*,0,1,100,0,0,0,0
2016,128,Shahbaz Nadeem,4,1,1,1,1*,0,5,20,0,0,0,0
2016,129,Shadab Jakati,6,1,1,1,1*,0,2,50,0,0,0,0
2016,130,Ashish Nehra,8,2,2,1,1*,0,1,100,0,0,0,0
2016,131,Morne Morkel,10,2,2,1,1*,0,1,100,0,0,0,0
2016,132,Swapnil Singh,1,1,0,0,0*,0,1,0,0,0,0,0
2016,133,Unmukt Chand,1,1,0,0,0*,0,4,0,0,0,0,0
2016,134,Adam Zampa,5,1,0,0,0*,0,1,0,0,0,0,0
2016,135,Shivil Kaushik,7,2,1,0,0*,0,1,0,0,0,0,0
2016,136,Murugan Ashwin,10,1,0,0,0*,0,1,0,0,0,0,0
2017,1,David Warner,14,14,3,641,126,58.27,452,141.81,1,4,63,26
2017,2,Gautam Gambhir,16,16,4,498,76*,41.5,389,128.02,0,4,61,7
2017,3,Shikhar Dhawan,14,14,1,479,77,36.84,376,127.39,0,3,53,9
2017,4,Steve Smith,15,15,3,472,84*,39.33,387,121.96,0,3,38,12
2017,5,Suresh Raina,14,14,3,442,84,40.18,307,143.97,0,3,42,13
2017,6,Hashim Amla,10,10,3,420,104*,60,288,145.83,2,2,40,17
2017,7,Manish Pandey,14,13,5,396,81*,49.5,308,128.57,0,2,28,12
2017,8,Parthiv Patel,16,16,0,395,70,24.68,293,134.81,0,2,49,8
2017,9,Rahul Tripathi,14,14,0,391,93,27.92,267,146.44,0,2,43,17
2017,10,Robin Uthappa,14,13,0,388,87,29.84,235,165.1,0,5,36,21
2017,11,Sanju Samson,14,14,0,386,102,27.57,273,141.39,1,2,32,19
2017,12,Kieron Pollard,17,16,3,385,70,29.61,276,139.49,0,3,26,22
2017,13,Ajinkya Rahane,16,16,1,382,60,25.46,323,118.26,0,2,35,9
2017,14,Rishabh Pant,14,14,0,366,97,26.14,221,165.61,0,2,28,24
2017,15,Dinesh Karthik,14,13,3,361,65,36.1,259,139.38,0,2,30,11
2017,16,Shreyas Iyer,12,12,2,338,96,33.8,243,139.09,0,2,36,10
2017,17,Nitish Rana,13,12,1,333,62*,30.27,264,126.13,0,3,24,17
2017,18,Rohit Sharma,17,16,2,333,67,23.78,273,121.97,0,3,31,9
2017,19,Manoj Tiwary,15,13,3,324,60,32.4,236,137.28,0,2,31,11
2017,20,Brendon McCullum,11,11,0,319,72,29,217,147,0,2,29,18
2017,21,Ben Stokes,12,11,1,316,103*,31.6,221,142.98,1,1,22,15
2017,22,Glenn Maxwell,14,13,3,310,47,31,179,173.18,0,0,19,26
2017,23,Virat Kohli,10,10,0,308,64,30.8,252,122.22,0,4,23,11
2017,24,Aaron Finch,13,13,1,299,72,24.91,180,166.11,0,2,25,19
2017,25,Chris Lynn,7,7,1,295,93*,49.16,163,180.98,0,3,25,19
2017,26,MS Dhoni,16,15,4,290,61*,26.36,250,116,0,1,15,16
2017,27,Karun Nair,14,13,0,281,64,21.61,226,124.33,0,1,39,6
2017,28,Ishan Kishan,11,10,0,277,61,27.7,206,134.46,0,1,29,13
2017,29,Moises Henriques,12,11,5,277,55*,46.16,203,136.45,0,3,28,4
2017,30,Jos Buttler,10,10,0,272,77,27.2,177,153.67,0,1,27,15
2017,31,Kedar Jadhav,13,13,1,267,69,22.25,186,143.54,0,1,25,10
2017,32,Shaun Marsh,9,8,0,264,84,33,194,136.08,0,2,36,5
2017,33,Kane Williamson,7,7,1,256,89,42.66,169,151.47,0,2,20,10
2017,34,Yuvraj Singh,12,11,2,252,70*,28,177,142.37,0,2,30,8
2017,35,Hardik Pandya,17,16,9,250,35*,35.71,160,156.25,0,0,11,20
2017,36,Krunal Pandya,13,11,4,243,47,34.71,179,135.75,0,0,24,7
2017,37,Dwayne Smith,12,12,1,239,74,21.72,156,153.2,0,2,32,8
2017,38,Wriddhiman Saha,14,11,1,234,93*,23.4,187,125.13,0,1,20,8
2017,39,Manan Vohra,11,9,0,229,95,25.44,159,144.02,0,1,23,9
2017,40,Axar Patel,14,13,5,227,44,28.37,162,140.12,0,0,11,11
2017,41,Sunil Narine,16,14,1,224,54,17.23,130,172.3,0,1,34,10
2017,42,AB de Villiers,9,9,1,216,89*,27,163,132.51,0,1,12,16
2017,43,Chris Gayle,9,9,0,200,77,22.22,163,122.69,0,1,15,14
2017,44,Mandeep Singh,11,10,0,188,52,18.8,177,106.21,0,1,21,4
2017,45,Ravindra Jadeja,12,10,6,158,28,39.5,113,139.82,0,0,13,4
2017,46,Chris Morris,9,9,4,154,52*,30.8,94,163.82,0,1,15,6
2017,47,Travis Head,7,7,2,151,75*,30.2,108,139.81,0,1,9,6
2017,48,Pawan Negi,12,10,2,144,35,18,111,129.72,0,0,10,7
2017,49,Yusuf Pathan,15,11,3,143,59,17.87,115,124.34,0,1,9,6
2017,50,Corey Anderson,11,11,4,142,41*,20.28,123,115.44,0,0,8,9
2017,51,Sam Billings,6,6,0,138,55,23,104,132.69,0,1,19,1
2017,52,Lendl Simmons,7,7,0,137,66,19.57,112,122.32,0,2,10,8
2017,53,Martin Guptill,7,7,1,132,50*,22,88,150,0,1,17,5
2017,54,Colin de Grandhomme,12,9,1,126,36,15.75,92,136.95,0,0,10,6
2017,55,Suryakumar Yadav,10,7,1,105,31,17.5,88,119.31,0,0,8,3
2017,56,Vijay Shankar,4,4,2,101,63*,50.5,75,134.66,0,1,12,1
2017,57,Ambati Rayudu,5,5,0,91,63,18.2,78,116.66,0,1,7,3
2017,58,David Miller,5,4,1,83,30*,27.66,80,103.75,0,0,4,4
2017,59,Dan Christian,13,9,4,79,17*,15.8,49,161.22,0,0,5,5
2017,60,Naman Ojha,14,5,1,79,34,19.75,65,121.53,0,0,2,3
2017,61,Stuart Binny,8,7,2,78,18*,15.6,76,102.63,0,0,6,3
2017,62,Deepak Hooda,10,6,3,78,19*,26,52,150,0,0,5,4
2017,63,Pat Cummins,12,9,4,77,24,15.4,53,145.28,0,0,5,4
2017,64,Shane Watson,8,7,1,71,24,11.83,78,91.02,0,0,6,1
2017,65,Eoin Morgan,4,4,0,65,26,16.25,62,104.83,0,0,6,2
2017,66,Jason Roy,3,3,1,59,31,29.5,40,147.5,0,0,9,1
2017,67,Kagiso Rabada,6,3,0,55,44,18.33,64,85.93,0,0,5,1
2017,68,James Faulkner,8,6,2,54,21,13.5,57,94.73,0,0,4,0
2017,69,Andrew Tye,6,3,1,53,25,26.5,30,176.66,0,0,4,3
2017,70,Saurabh Tiwary,1,1,0,52,52,52,43,120.93,0,1,9,0
2017,71,Ben Cutting,4,3,1,51,20,25.5,26,196.15,0,0,5,3
2017,72,Mohit Sharma,14,7,1,51,13,8.5,50,102,0,0,3,1
2017,73,Karn Sharma,9,6,0,49,19,8.16,41,119.51,0,0,5,2
2017,74,Amit Mishra,14,6,5,49,13*,49,52,94.23,0,0,2,2
2017,75,Chris Woakes,13,7,3,46,18,11.5,47,97.87,0,0,4,1
2017,76,Sheldon Jackson,4,3,1,38,16,19,31,122.58,0,0,5,0
2017,77,Mohammad Shami,8,6,2,36,21,9,24,150,0,0,4,2
2017,78,Ishank Jaggi,2,2,1,33,28,33,39,84.61,0,0,3,0
2017,79,Angelo Mathews,3,2,0,32,31,16,27,118.51,0,0,2,1
2017,80,Sreenath Aravind,10,8,4,32,9,8,40,80,0,0,2,0
2017,81,Bipul Sharma,7,3,2,31,21*,31,24,129.16,0,0,2,1
2017,82,Marlon Samuels,5,4,0,29,27,7.25,31,93.54,0,0,1,2
2017,83,Basil Thampi,12,5,5,28,13*,0,28,100,0,0,1,1
2017,84,Mayank Agarwal,3,3,0,26,20,8.66,27,96.29,0,0,3,0
2017,85,Ankit Sharma,1,1,0,25,25,25,15,166.66,0,0,2,1
2017,86,Aniket Choudhary,5,3,2,25,15*,25,20,125,0,0,1,1
2017,87,Mitchell Johnson,5,3,3,20,13*,0,17,117.64,0,0,1,1
2017,88,Kuldeep Yadav,12,2,0,20,16,10,22,90.9,0,0,2,0
2017,89,Rahul Tewatia,3,2,1,19,15*,19,11,172.72,0,0,4,0
2017,90,Vishnu Vinod,3,3,0,19,9,6.33,26,73.07,0,0,1,1
2017,91,Aditya Tare,3,3,0,18,18,6,23,78.26,0,0,3,0
2017,92,Marcus Stoinis,5,3,0,17,9,5.66,24,70.83,0,0,1,0
2017,93,Rajat Bhatia,3,2,1,16,16,16,17,94.11,0,0,0,1
2017,94,Harbhajan Singh,11,7,5,16,7*,8,16,100,0,0,0,1
2017,95,Mitchell McClenaghan,14,7,3,16,12,4,15,106.66,0,0,0,1
2017,96,Jasprit Bumrah,16,2,1,16,16*,16,12,133.33,0,0,0,1
2017,97,Anureet Singh,1,1,0,15,15,15,12,125,0,0,2,0
2017,98,Sachin Baby,3,3,0,15,12,5,15,100,0,0,2,0
2017,99,Deepak Chahar,3,1,0,14,14,14,6,233.33,0,0,0,2
2017,100,Nathan Coulter-Nile,8,3,0,14,6,4.66,12,116.66,0,0,0,2
2017,101,Samuel Badree,7,5,0,13,8,2.6,23,56.52,0,0,0,0
2017,102,Yuzvendra Chahal,13,6,3,13,4*,4.33,26,50,0,0,0,0
2017,103,Ankit Bawne,1,1,1,12,12*,0,12,100,0,0,1,0
2017,104,Carlos Brathwaite,2,2,0,12,11,6,15,80,0,0,2,0
2017,105,Swapnil Singh,4,2,0,12,10,6,19,63.15,0,0,0,0
2017,106,Rashid Khan,14,3,1,11,6*,5.5,9,122.22,0,0,0,1
2017,107,Umesh Yadav,14,4,4,10,4*,0,13,76.92,0,0,0,0
2017,108,Washington Sundar,11,5,4,9,5*,9,12,75,0,0,0,0
2017,109,Faf du Plessis,2,1,0,8,8,8,7,114.28,0,0,1,0
2017,110,Tymal Mills,5,3,0,8,6,2.66,11,72.72,0,0,0,1
2017,111,Ishant Sharma,6,3,1,8,5*,4,12,66.66,0,0,1,0
2017,112,Praveen Kumar,6,2,1,8,7*,8,9,88.88,0,0,0,0
